,SMILES,measurement_type,measurement_value,Kinase_name
7653,O=c1[nH]ccc2c3nc(-c4c(F)cccc4Cl)[nH]c3c3ccc(F)cc3c12,pIC50,9.22,JAK3
10670,O=C(Nc1cn(CC(=O)N2CCN3CCCCC3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,8.9,JAK2
4634,CNC(=O)CN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.18,JAK2
6109,Cc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)cc1,pIC50,8.7,JAK1
4348,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(N(C)S(C)(=O)=O)cc5)cccn4n3)cc2)CC1,pIC50,9.22,JAK2
8145,N#CC1CC(N2CC3C(CO)C3C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,pIC50,7.7,JAK2
5804,Cc1cc(Nc2nc(NC(C)c3ccc(F)cc3)c(C#N)cc2F)[nH]n1,pIC50,8.05,JAK1
8148,N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,pIC50,9.05,JAK1
2778,CCOc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,pIC50,6.65,JAK2
5836,Cc1cc(Nc2nc(NC(C)c3ccc(F)cn3)c(F)c(N3CCOCC3)n2)[nH]n1,pIC50,6.58,JAK1
2094,CCC(C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,pKi,8.6,JAK1
8927,O=C(Nc1nc2cccc(-c3ccc(CN4CCOCC4)cc3)n2n1)C1CC1,pIC50,7.41,JAK2
7928,C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC1,pIC50,6.64,TYK2
2056,CC1Nc2nc(ncc2Cl)Nc2cccc(c2)COc2cccc1c2,pIC50,6.46,JAK2
2925,CCc1ccccc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,6.52,JAK2
5528,CS(=O)(=O)c1ccc(Nc2nn(C3CCC(N4CC5(CCC5)C4)CC3C#N)cc2C(N)=O)cc1,pIC50,9.6,JAK1
9570,O=C1NCCc2[nH]c(-c3ccnc(C=Cc4ccccc4)c3)cc21,pKi,6.2,JAK2
4973,COc1cc(-c2cnc3cccc(-c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,pIC50,7.46,JAK1
6311,Cc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)nc(C)n1,pIC50,8.22,JAK3
4249,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc(N)c2Cl)c1,pIC50,6.3,JAK1
1174,CC(CC#N)n1cc(C(N)=O)c(Nc2ccccc2)n1,pIC50,7.33,JAK1
10061,NS(=O)(=O)c1cccc(Nc2ncc3ccn(-c4ccccc4)c3n2)c1,pKi,7.9,JAK2
8630,N#CC1CC(NC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,pIC50,9.15,JAK1
8754,N#CC1CN(Cc2cscn2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,8.3,JAK1
9629,c1ccc(CN2CC(n3cnc4cnc5[nH]ccc5c43)C2)cc1,pKi,6.7,JAK3
3795,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(c3ccccn3)C2)CC1,pIC50,8.6,JAK3
9118,Oc1nc2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21,pIC50,8.52,JAK3
5780,CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1,pKi,6.5,JAK3
8964,NC(=O)c1ccc(N2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)nc1,pIC50,8.28,JAK3
9812,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)C2CCCO2)CC1,pIC50,8.3,JAK1
3626,CN(c1ncnc2[nH]ccc12)C1CC2CCN(C(=O)CO)CC2C1,pIC50,7.3,JAK1
5786,Cc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccc(F)cc3)cc12,pKi,6.7,JAK3
9377,Clc1cnc2nc1NCc1cccc(c1)OCCCc1cccc(c1)N2,pIC50,7.6,TYK2
8242,Fc1ccc(CCNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,7.57,JAK2
7435,c1cc2c(ncn3nnc(C4CCC(NC5CC5)CC4)c23)[nH]1,pIC50,6.48,TYK2
6747,O=c1[nH]ccc2c(NC3CCCOC3)ncnc12,pKi,6.18,JAK1
4103,CN1CCC(c2ccc(Nc3nc4c(Nc5cccnc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,7.76,JAK2
1622,CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(O)C(F)(F)F)cc4)n3)C(C#N)C2)C1,pIC50,8.4,JAK2
8377,N#CCC1(C2C=C(C(N)=O)C(Nc3ccc(F)cc3)=N2)CCC(NC2CCOCC2)CC1,pIC50,6.89,JAK2
1121,CC(C)c1ccccc1-c1cc2c(NC3CCCC3(C)F)c(C(N)=O)cnn2c1,pIC50,6.87,JAK1
7493,O=C(Nc1nncs1)N1CCCC(c2nnn3cnc4[nH]ccc4c23)C1,pIC50,7.49,JAK2
5284,CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,pIC50,6.65,JAK1
7074,ON=CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.46,JAK2
4078,CN1CCC(Nc2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pIC50,9.96,JAK2
1234,CC(Nc1nc(Nc2cc(C3CC3)[nH]n2)c(F)cc1C#N)c1ccc(F)cc1,pIC50,8.52,JAK2
5615,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(N5CCN(CCCF)CC5)c4)nc23)cc1,pIC50,6.78,JAK3
6022,Cc1cc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)ncc1[N+](=O)[O-],pIC50,10.26,JAK1
340,CC(Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,pIC50,8.1,JAK3
7952,Fc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,pIC50,6.86,JAK3
4549,CN1CN(C2CCC(CN3CC(O)C3)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.21,TYK2
7119,NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.48,JAK1
10168,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1CC(O)C(O)C3,pIC50,8.22,JAK3
1503,CC1(C)CC1NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.12,JAK1
883,CC(C)C(C)n1cc(-c2cc(C3CCOCC3)n(C)n2)c2[nH]nc(N)c2c1=O,pIC50,9.01,TYK2
10430,Nc1nn2cccnc2c1-c1cc(NCc2ccc(Cl)cc2)ncn1,pIC50,7.6,JAK1
5888,COc1cc(-c2cnc3cccc(-c4ccc(C(=O)N5CCOCC5)c(C)c4)c3n2)cc(OC)c1OC,pIC50,6.34,JAK1
1742,CC1C(Nc2c(C(N)=O)cnn3cc(-c4cnc(N)nc4)cc23)CC2CN(S(C)(=O)=O)CC21,pIC50,9.22,JAK3
395,CC(C)(C)CC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,pIC50,9.22,JAK1
926,CC(C)CN1CCC2(CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)C1,pKi,9.41,JAK1
7252,N=[N+]=NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.77,JAK2
8020,N#CCC(C1CC1)n1cc(C(N)=O)c(Nc2cccc(C#N)c2)n1,pIC50,7.72,JAK1
5000,COc1cc(C(F)F)ccc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,pIC50,6.7,JAK3
1038,CC(C)NC(=O)OC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,7.72,JAK2
646,CC(C)(C)OC(=O)N1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.29,JAK2
4058,COCCOc1ccc2cc1CN(C)CC=CCOCc1ccc(o1)-c1ccnc(n1)N2,pIC50,6.23,TYK2
9236,NC(=O)c1cnc(NC(C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cn[nH]c3)ccc12,pIC50,6.66,JAK1
7517,N#Cc1cc(F)c(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c(F)c1,pIC50,8.82,JAK2
1494,CC1(NC2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)CC1,pIC50,7.68,JAK2
8846,FC(F)(F)Oc1ccc(-c2ccc3[nH]cc(C4=CCNCC4)c3c2)cc1,pKi,6.0,JAK2
7597,O=C1Nc2ccc(-c3cccnc3)nc2C1=Cc1ccc[nH]1,pIC50,6.63,JAK3
5674,CSCCNCCn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,9.49,JAK2
4629,CNC(=O)CCCN1CCC(n2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.83,JAK1
2183,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)O)c3)nc12,pIC50,9.1,JAK3
62,CC(C)=C(C)c1cccc2c(CCCOc3cccc(Cl)c3Cl)c(C(=O)O)[nH]c12,pKi,6.0,JAK2
266,CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C5CC5)ccc34)nc12)C(=O)N1CC(C#N)C1,pIC50,7.82,JAK2
5018,COc1ccc(F)c(-c2nc3c(NCC4CCNCC4)c(Cl)cnc3[nH]2)c1,pIC50,7.31,JAK1
7609,O=C1Nc2ccc(-c3cccnc3)cc2C1=Cc1ccc[nH]1,pIC50,7.57,JAK1
10174,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1CC(O)(CO)C3,pIC50,7.57,JAK3
5337,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,11.37,JAK1
4646,CNC(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,pIC50,9.24,JAK1
9049,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cccnn2)CC1,pIC50,8.22,JAK1
1909,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,pIC50,9.53,JAK3
573,Cn1ccc(-c2ccc(Nc3nn(C4(CC#N)CCN(C(=O)OC(C)(C)C)CC4)cc3C(N)=O)cc2)n1,pIC50,6.86,JAK2
9660,c1ccc(CN2CCCC(n3cnc4cnc5[nH]ccc5c43)C2)cc1,pKi,7.33,JAK2
3362,CN(CC#N)CC1CCC(N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,7.96,JAK1
4400,C=CC(=O)Nc1cccc(Cn2cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,pIC50,7.0,JAK1
4891,C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCOC)c3)ncc2Cl)c1,pIC50,7.29,JAK2
8338,Clc1ccc(CNC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,8.27,JAK1
9913,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(S(=O)(=O)c2ccccc2Cl)CC1,pIC50,8.05,JAK2
7300,O=C1SCCC1NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.36,TYK2
8644,N#CC1CC(NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)F)cc2)n1,pIC50,9.52,JAK1
9224,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc3c(c2)C(O)CS3(=O)=O)n1,pIC50,8.7,JAK2
8168,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,pIC50,8.7,JAK1
991,CC(C)CS(=O)(=O)N1CCCC(Nc2nc(N3CCN(C)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,11.17,JAK3
4917,COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCC(O)CC3)c2n1,pIC50,7.12,JAK2
1745,CC1N(c2ncnc3[nH]ccc23)CCC12CCCN2C(=O)CC#N,pIC50,7.44,JAK1
4502,COc1ccccc1-c1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,pIC50,6.66,JAK3
6937,O=C1NCN(C2CCCCC2)c2c1cnc1[nH]ccc21,pIC50,8.0,JAK1
2901,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(S(=O)(=O)c3ccc(F)cc3)C4)n[nH]c2c1,pIC50,8.8,JAK3
7121,NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.41,JAK3
1702,CN(CC1(C)OCCO1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.72,JAK2
3656,COc1nsc(NC(=O)N2CC3CC(N(C)c4ncnc5[nH]ccc45)CC3C2)n1,pIC50,8.7,JAK1
729,CNC(=O)c1cnc(N)c2cc(-c3ccc(C(C)(C)C)cc3)sc12,pIC50,7.41,JAK1
3187,CN(C)C1CCN(C(=O)c2ccc3[nH]c4c(C(N)=O)cc(-c5ccc(Cl)c(Cl)c5)cc4c3c2)C1,pIC50,7.35,TYK2
326,CC(N)C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,pIC50,6.53,JAK1
8517,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2cc(F)ccn2)CC1,pIC50,7.8,JAK2
7985,Nc1ccn2ncc(C(=O)Nc3conc3-c3cccc(Cl)c3)c2n1,pKi,7.44,TYK2
2228,CCCC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.92,JAK3
6694,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2cnc3c(c2)CNC3=O)n1,pIC50,9.26,JAK1
2993,CCn1cc(Nc2nc3c(-c4ccc(C(F)(F)F)cc4)cccn3n2)cn1,pIC50,8.55,JAK2
1520,CC1(O)CCC(Nc2c(C(N)=O)cnn3cc(-c4ccccc4C(N)=O)cc23)CC1,pIC50,7.47,JAK1
1632,CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)C1,pIC50,7.4,JAK2
7217,FC(F)(F)C1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)CC1,pIC50,6.13,TYK2
325,CC(N)C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,pIC50,8.77,JAK2
240,CC(C#N)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.51,JAK1
8049,N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,pKi,8.2,TYK2
2042,CC1CN(c2ccc(C#N)cn2)CCC1Nc1c(C(N)=O)cnc2[nH]ccc12,pIC50,9.11,JAK3
4399,CN1CCN(c2ccc(Nc3ncc4[nH]nc(-c5ccccc5)c4n3)cc2)CC1,pIC50,7.01,JAK3
3917,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCSC2)CC1,pIC50,8.06,JAK1
5030,COc1ccc(CNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,8.32,JAK2
10144,N#Cc1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c2ccccc12,pIC50,6.85,JAK2
9361,Clc1cnc2nc1NCCc1cccc(c1)OCCCc1cccc(c1)N2,pIC50,6.4,TYK2
3076,CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5cnn(-c6ccc(F)cc6)c5)cccn4n3)cc2)CC1,pIC50,8.97,JAK2
2718,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=CCN(C)C)c3)c12,pIC50,10.7,JAK3
1842,CC1CCCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,pIC50,7.68,JAK3
9095,Clc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,pIC50,9.21,JAK1
3724,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(O)(COc3cccc(F)c3)C2)CC1,pIC50,7.58,JAK2
3044,COc1ncc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,pIC50,7.13,JAK2
7368,O=C1NCCN1CCNCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.08,JAK2
8840,NC(=O)c1cnn2cc(-c3ccc(F)cc3)cc2c1NC1CCOCC1,pIC50,8.12,JAK3
4004,CN1C2CCC1CN(C(=O)Cn1cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n1)C2,pKi,8.99,JAK2
5589,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc5c(c4)CCC(N4CCOCC4)CC5)nc23)cc1,pIC50,7.37,JAK3
281,CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccccc34)nc12)C(=O)N1CC(C#N)C1,pIC50,7.7,JAK2
6343,Cc1cc(NC(=O)c2cnn3ccc(N)nc23)n(-c2ccccc2C)n1,pKi,8.38,JAK2
10651,N#CCCCN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.4,JAK1
5427,CS(=O)(=O)N1CCCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,pIC50,7.2,JAK1
9461,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccccc2Cl)CC1,pIC50,10.52,JAK1
4285,CN1CCN(c2ccc(Nc3nc4c(C#Cc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,8.58,JAK2
2866,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3ccc(Cl)cn3)CC4)n[nH]c2c1,pIC50,8.85,JAK1
4220,CN1CCN(Cc2cccc(Nc3nc4cccc(-c5ccc(S(C)(=O)=O)cc5)n4n3)c2)CC1,pIC50,7.17,JAK1
5486,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3cccc(CN4CCC(O)CC4)c3)n2)cc1,pIC50,6.2,JAK1
7437,N#CCNC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.52,JAK2
3493,CN(CCS(C)(=O)=O)C1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,pIC50,9.0,JAK1
8492,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)OCC(F)(F)F)CC1,pIC50,9.52,JAK1
7830,N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(Cl)c2)n1,pIC50,7.7,JAK2
8588,N#CC1CC(C(=O)NC2COC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,pIC50,8.3,JAK1
3482,CN(CCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1)c1ccnc(F)c1,pIC50,6.31,JAK2
3095,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,pIC50,6.13,JAK3
3537,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,pKi,7.1,JAK2
3183,CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.16,JAK2
3489,CN(CCOc1ccccc1Br)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.84,JAK1
4660,CNC(=O)c1cnc(N)c2cc(-c3ccc(OC(F)(F)F)cc3)sc12,pIC50,6.44,JAK3
7696,N#Cc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c(F)c1,pIC50,8.66,JAK1
2201,CCC1CN(c2ccc(C#N)cn2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)cc12,pIC50,8.82,JAK3
341,CC(Nc1ccc(C(N)=O)c2[nH]c3cc(-c4cnn(C)c4)ccc3c12)C(C)(C)C,pIC50,8.3,JAK2
7534,Clc1cc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)ccn1,pIC50,8.28,JAK1
5788,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(Cl)c4)c3)cc12,pKi,6.1,JAK3
1904,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,pKi,9.15,JAK2
6921,O=C1NCN(C2CCC(CNC3(C(F)(F)F)CC3)CC2)c2c1cnc1[nH]ccc21,pIC50,8.85,JAK1
8375,O=S(=O)(CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1)c1ccc(F)cc1,pIC50,6.47,TYK2
4192,CN1CCN(C2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)CC1,pKi,8.78,JAK2
6224,Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2cc(C#N)ccc2C)n1,pKi,8.24,JAK1
9918,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCOCC1,pIC50,7.89,JAK1
6782,O=C(CO)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,pIC50,6.82,JAK3
10671,O=C(Nc1cn(CC(=O)N2CCN3CCCCC3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,9.06,JAK1
6137,Cc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cc1F,pIC50,8.3,JAK1
1633,CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)C1,pIC50,9.05,JAK1
6608,CN(CC1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,pIC50,6.64,JAK2
4545,CN1CN(C2CCC(CN(C)S(C)(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,6.96,TYK2
7390,O=S(=O)(CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1)C(F)(F)F,pIC50,8.21,JAK2
10554,N#CC1CN(C2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)C1,pKi,8.89,JAK2
3394,CN(CC1C2CN(C(=O)CO)CC21)c1ncnc2[nH]ccc12,pIC50,7.03,JAK3
6685,N#CC1(C(=O)N2CC(CF)C(Nc3c(C(N)=O)cnn4cc(-c5cnn(C(F)F)c5)nc34)C2)CC1,pIC50,8.51,JAK1
9484,O=c1[nH]ccc2c3[nH]c(-c4ccccc4Cl)nc3c3ccc(F)cc3c12,pIC50,7.11,JAK3
4767,COC(=O)N1CCC(C(CC#N)n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,pIC50,7.26,JAK1
6352,Cc1ccccc1-n1cc(-c2ccn(C)n2)c2[nH]nc(N)c2c1=O,pIC50,7.09,JAK3
7776,Fc1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c(C(F)(F)F)c1,pIC50,7.41,JAK1
5255,COc1ncc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,pIC50,9.15,JAK1
10557,O=C(Nc1cn(CC(=O)N2CCC(N3CC4CC(C3)O4)CC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,9.43,JAK1
6112,C=CCN(CCOc1ccc(C)cc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.14,JAK2
1556,CC1(C#N)CCCC1Nc1c(C(N)=O)cnn2cccc12,pIC50,8.0,JAK3
64,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OC)c23)ccc1F,pIC50,9.4,JAK3
2557,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c[nH]c1=O,pIC50,9.33,JAK1
9565,O=C(Nc1cc2[nH]cc3cn[nH]c(=O)c(c1)c32)C1CC1c1ccccc1,pKi,7.8,JAK2
4643,CNC(=O)c1ccc(Nc2nn(C(CC#N)C3CC3)cc2C(N)=O)cc1,pIC50,7.68,JAK2
10165,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1CC(O)(C(=O)O)C(O)C3,pIC50,8.05,JAK1
3737,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(O)(c3ccccn3)C2)CC1,pIC50,7.97,JAK1
7088,N#CCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.54,TYK2
4506,CN1CCN(c2cccc(Nc3nc4cccc(-c5ccc(CN6CCS(=O)(=O)CC6)cc5)n4n3)c2)CC1,pIC50,9.1,JAK2
10219,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2cccc(F)c21,pIC50,7.32,JAK3
10503,O=C(Nc1cn(CC(=O)N2CC3CN(CC(F)(F)F)CC3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,9.3,JAK1
3073,COc1cnc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)cn1,pIC50,6.87,JAK2
6420,COc1ccc(Cl)cc1-c1nc(C)sc1NC(=O)c1cnn2cccnc12,pKi,7.89,JAK3
7857,NC(=O)c1cc(-c2ccc(Cl)c(Cl)c2)cc2c3c([nH]c12)CCC(C(=O)N1CCOCC1)C3,pIC50,6.22,TYK2
5041,COc1ccc(Nc2nc3c(Nc4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,pIC50,6.33,JAK2
9871,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2cnccn2)CC1,pIC50,6.55,JAK2
6475,Cc1nc2cnc3[nH]ccc3c2n1C1CCNCC1F,pKi,8.19,JAK2
4652,CNC(=O)c1cccc(-c2cc3c(NC4CN(C(=O)C5(C#N)CC5)CC4OC)c(C(N)=O)cnn3c2)c1,pIC50,8.82,JAK3
