,SMILES,measurement_type,measurement_value,Kinase_name
1954,CC1CCN(Cc2ccccc2)CC1n1cnc2cnc3[nH]ccc3c21,pKi,7.92,JAK1
1961,CC1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(S(=O)(=O)C(F)(F)F)cc4)n3)C(C#N)C2)C1,pIC50,8.05,JAK2
1964,CC1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)C1,pIC50,9.0,JAK1
1967,CC1CN(C(=O)CC#N)C12CCCN(c1ncnc3[nH]ccc13)C2,pIC50,8.47,JAK3
1969,CC1CN(C(=O)CC#N)C12CCN(c1ncnc3[nH]ccc13)C2,pKi,8.77,JAK2
1974,CC1CN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC(C)N1,pKi,9.34,JAK2
1977,CC1CN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1CO,pIC50,11.7,JAK1
1978,CC1CN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1CO,pIC50,11.7,JAK3
1980,COc1ccc(-c2cn3ncc(C(N)=O)c(NC4CN(C(=O)C5(C#N)CC5)CC4C)c3n2)cn1,pIC50,8.52,JAK3
1986,CC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3ccnn3C)nc12,pIC50,8.6,JAK3
1990,CC1CN(c2ncc(C#N)cn2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(C(C)C)c3)nc12,pIC50,9.05,JAK3
1992,CC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,pIC50,8.82,JAK3
1994,CC1CN(C(=O)C2(C#N)CCC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,pIC50,8.3,JAK3
2002,CC1CN(c2ccc(C#N)cn2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(O)C(F)(F)F)c3)nc12,pIC50,8.85,JAK3
2003,CC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,pIC50,8.7,JAK1
2007,CC1CN(c2ncc(C#N)cn2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,pIC50,8.89,JAK1
2011,CC(O)Cn1cc(-c2cn3ncc(C(N)=O)c(NC4CN(C(=O)C5(C#N)CC5)CC4C)c3n2)cn1,pIC50,8.89,JAK1
2018,COCC(O)Cn1cc(-c2cn3ncc(C(N)=O)c(NC4CN(C(=O)C5(C#N)CC5)CC4C)c3n2)cn1,pIC50,8.74,JAK3
2019,COCC(O)Cn1cc(-c2cn3ncc(C(N)=O)c(NC4CN(c5ncc(C#N)cn5)CC4C)c3n2)cn1,pIC50,8.82,JAK1
2021,CNC(=O)c1ccc(-c2cc3c(NC4CN(C(=O)OC)CC4C)c(C(N)=O)cnn3c2)cn1,pIC50,8.33,JAK1
2023,CC1CN(C(=O)CC#N)CC1Nc1c(C(N)=O)cnn2cc(-c3ccc(F)nc3)cc12,pIC50,8.85,JAK1
2024,CC1CN(C(=O)CC#N)CC1Nc1c(C(N)=O)cnn2cc(-c3ccc(F)nc3)cc12,pIC50,8.85,JAK3
2027,CC1CN(C(=O)CC#N)CC1Nc1c(C(N)=O)cnn2cc(-c3ccnc(F)c3)cc12,pIC50,9.3,JAK1
2031,CC1CN(c2ccc(C#N)cn2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(=O)N4CCC(F)(F)C4)c3)cc12,pIC50,9.52,JAK1
2043,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(C(C)=O)C(C)C5)cc4)nc32)c1,pIC50,7.21,JAK1
2047,CC1CN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CCN1C,pKi,8.99,JAK2
2052,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(S(C)(=O)=O)C(C)C5)cc4)nc32)c1,pIC50,7.08,JAK1
2064,CCC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,7.38,JAK1
2071,CCC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.07,JAK3
2072,CCC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,10.0,JAK3
2073,CCC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,7.59,JAK2
2084,CCC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,pIC50,8.34,JAK1
2090,CCC(C(C)C)n1cc(-c2ccn(C)n2)c2[nH]nc(N)c2c1=O,pIC50,7.04,JAK3
2091,CCC(C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,pIC50,7.96,JAK2
2095,CCC(C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,pIC50,7.96,TYK2
2097,CCC(C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,pKi,8.6,JAK3
2099,CCC(C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,pIC50,8.02,JAK1
2100,CCC(C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,pIC50,8.02,JAK3
2107,CCC(Nc1ncc(C(N)=O)c2[nH]c3cc(-c4cnn(C)c4)ccc3c12)C1CC1,pIC50,6.77,JAK3
2110,CCC(O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,7.64,JAK3
2111,CCC(CC#N)n1cc(C(N)=O)c(Nc2ccc(C(=O)N3CCS(=O)(=O)CC3)cc2)n1,pIC50,7.13,JAK2
2116,CCC(CO)Nc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,10.36,JAK2
2123,CCC(Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,pIC50,7.92,JAK3
2124,CCC(Nc1ccc2ncn(-c3cc(OC(C)C)[nH]n3)c2n1)c1ccc(F)cn1,pIC50,8.22,JAK2
2127,CCC(O)c1nc2cnc3[nH]ccc3c2n1C1CCCCC1,pKi,8.74,JAK1
2131,CCC1(CO)CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,7.26,JAK2
2139,CCC1CCCCC1N(C)c1ncnc2[nH]ccc12,pIC50,7.21,JAK1
2150,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cn[nH]c3)nc12,pIC50,9.3,JAK1
2158,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3ccnc(C)c3)nc12,pIC50,8.7,JAK1
2160,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3ccnn3C)nc12,pIC50,8.8,JAK1
2163,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cn(C)nc3C)nc12,pIC50,9.15,JAK3
2171,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,pIC50,9.22,JAK3
2172,CCC1CN(C(=O)C2(C#N)CCC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,pIC50,9.0,JAK1
2176,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(C4CC4)c3)nc12,pIC50,9.05,JAK1
2178,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(O)C(F)(F)F)c3)nc12,pIC50,8.89,JAK1
2193,CCNC(=O)c1ccc(-c2cc3c(NC4CN(C(=O)C(C)(C)C#N)CC4CC)c(C(N)=O)cnn3c2)cn1,pIC50,8.07,JAK3
2194,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3ccc(C)nc3)cc12,pIC50,9.0,JAK1
2208,CCC1CN(C(=O)NCC(F)(F)F)CC1c1cnc2cnc3[nH]ccc3n12,pIC50,6.92,JAK2
2210,CCC1CN(c2ccc(C#N)nn2)CCC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC)c3)nc12,pIC50,9.7,JAK1
2218,CCC(O)C(=O)N1CCC(Nc2c(C(N)=O)cnn3cc(-c4cnn(C)c4)cc23)C(CC)C1,pIC50,8.25,JAK1
2219,CCC(O)C(=O)N1CCC(Nc2c(C(N)=O)cnn3cc(-c4cnn(C)c4)cc23)C(CC)C1,pIC50,8.25,JAK3
2222,CCC1CN(C(=O)C(C)O)CCC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)C)c3)cc12,pIC50,8.85,JAK1
2224,CCC1CN(S(C)(=O)=O)CCC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CCC#N)c3)cc12,pIC50,9.0,JAK1
2225,CCC1CN(S(C)(=O)=O)CCC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CCC#N)c3)cc12,pIC50,8.82,JAK3
2233,CCCC(Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1,pIC50,8.0,JAK1
2236,CCCCC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,7.92,JAK1
2245,CCCCN(C)CC#Cc1nc(-c2cc(Cl)ccc2OC(F)F)c(NC(=O)c2cnn3cccnc23)s1,pKi,9.8,JAK1
2247,CCCCN(CC(F)(F)F)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.89,JAK1
2251,CCCCN(CCOc1ccc(C)cc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.61,JAK1
2252,CCCCNC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)C1,pIC50,6.49,JAK2
2254,CCCCNC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,6.67,JAK2
2259,CCCCS(=O)(=O)CC1CC(N(C)c2ncnc3[nH]ccc23)C1,pIC50,8.05,JAK1
2265,CCCN(CC)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,pIC50,6.72,JAK1
2272,CCCN(CCC)c1cc(-c2c(N)nn3cccnc23)ncn1,pIC50,6.68,JAK3
2274,CCCN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.3,JAK1
2278,CCCNC(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,pIC50,6.55,JAK3
2285,CCCOC(=O)c1c[nH]c2ncnc(-c3ccc4cn(C)nc4c3)c12,pIC50,8.05,JAK3
2289,CCCOc1cccc(-c2cc(C(N)=O)c3[nH]c4ccc(C(=O)N5CCOCC5)cc4c3c2)c1,pIC50,7.21,JAK1
2290,CCCOc1cccc(-c2cc(C(N)=O)c3[nH]c4ccc(C(=O)N5CCOCC5)cc4c3c2)c1,pIC50,6.89,TYK2
2293,CCCS(=O)(=O)CC1CC(N(C)c2ncnc3[nH]ccc23)C1,pIC50,7.17,JAK1
2296,CCCS(=O)(=O)CC1CCCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,8.22,JAK3
2297,CCCS(=O)(=O)N1CC(C)CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.17,JAK2
2307,CCCS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,pIC50,8.0,JAK3
2318,CCCS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,pKi,9.28,JAK3
2319,CCCS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3ccn(C)c3n2)C1,pIC50,9.0,JAK2
2323,CCCS(=O)(=O)NC1CC(N(C)c2ncnc3[nH]ccc23)C1,pIC50,6.1,JAK2
2325,CCCS(=O)(=O)NC1CCC(N(C)c2ncnc3[nH]ccc23)C1,pIC50,6.24,JAK2
2330,CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(C)=O)c3c2)cc1,pKi,7.9,JAK2
2331,CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(C)=O)c3c2)cc1,pKi,7.6,TYK2
2337,CCCc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,pIC50,6.05,JAK2
2338,CCCc1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,pIC50,7.14,JAK1
2339,CCCc1cn(-c2ccc3[nH]ncc3c2)nn1,pKi,6.12,JAK2
2344,CCCn1cc(-c2cn3ncc(C(N)=O)c(NC4CN(c5ncc(C#N)cn5)CC4C)c3n2)cn1,pIC50,9.22,JAK1
2345,CCCn1cc(-c2cn3ncc(C(N)=O)c(NC4CN(c5ncc(C#N)cn5)CC4C)c3n2)cn1,pIC50,9.22,JAK3
2346,CCCn1cc(-c2cn3ncc(C(N)=O)c(NC4CN(C(=O)C5(C#N)CC5)CC4CC)c3n2)cn1,pIC50,9.15,JAK1
2353,CCN(C)C1CN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,6.32,JAK2
2356,CCN(CC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,pIC50,6.77,JAK1
2357,CCN(CC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,pIC50,6.77,JAK3
2362,CCN(CC)C(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,7.65,JAK1
2363,CCN(CC)C(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,7.65,JAK3
2364,CCN(CC)C(=O)COC1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,7.44,JAK2
2368,CCN(CC)C(=O)COCC(C)C1CCC(C)C(N(C)c2ncnc3[nH]ccc23)C1,pIC50,7.49,JAK3
2377,CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)csc12,pKi,7.3,JAK3
2379,CCN(CC)CCCOc1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1,pIC50,6.44,JAK1
2380,CCN(CC)CCCOc1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1,pIC50,6.44,JAK3
2384,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,pKi,7.4,JAK2
2393,CCN(CCC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,pIC50,6.7,JAK3
2396,CCN(Cc1ccccc1)c1cc(-c2c(N)nn3cccnc23)ncn1,pIC50,6.64,JAK3
2397,CCN(Cc1cccnc1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,9.44,JAK2
2401,CCN(Cc1ccnc(Cl)c1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,9.74,JAK2
2404,CCN(C(C)=O)c1ccc(Nc2nc(NC3CC3)c3nc[nH]c3n2)cc1,pKi,6.5,JAK3
2406,CCN1CC2CN(C(=O)Cn3cc(NC(=O)c4c(N)nn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2C1,pKi,8.98,JAK1
2409,CCN1CCCC1C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,pIC50,8.04,JAK2
2413,CCN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)C(=O)C1,pIC50,8.73,JAK2
2416,CCN1CCN(CC2CCN(S(=O)(=O)CC3CCC(N(C)c4ncnc5[nH]ccc45)CC3)C2)C(=O)C1=O,pIC50,7.04,JAK2
2421,CCN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.84,JAK2
2426,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,pKi,6.0,JAK2
2428,CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,pKi,6.9,JAK2
2429,CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,pKi,8.6,JAK2
2435,CCN1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pIC50,10.31,JAK3
2444,CCN1CN(C2CCC(CN(C)S(C)(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.64,JAK2
2445,CCN1CN(C2CCC(CN(C)S(C)(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,8.15,JAK1
2448,CCN1CN(C2CCC(CNCC#N)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.68,JAK2
2449,CCN1CN(C2CCC(CNCC#N)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,8.3,JAK1
2450,CCN1CN(C2CCC(CNCC#N)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,6.82,TYK2
2453,CCN1CN(C2CCC(CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,8.48,JAK1
2457,CCN1CN(C2CCC(CNCC(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,8.03,JAK1
2458,CCN1CN(C2CCC(CNCC(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,6.48,TYK2
2461,CCN1CN(C2CCC(CNS(C)(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,8.47,JAK1
2462,CCN1CN(C2CCC(CNS(C)(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,6.77,TYK2
2463,CCN1CN(C2CCC(CNS(C)(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.42,JAK3
2467,CCN1CN(C2CCC(CNS(=O)(=O)C3CC3)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.35,JAK3
2473,CCNC(=O)CCCN1CCC(n2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.82,JAK1
2474,CCNC(=O)N1CCCC12CCCN(c1ncnc3[nH]ccc13)C2,pIC50,7.04,JAK1
2479,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,pKi,7.74,TYK2
2492,CCNC1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.21,JAK2
2493,CCNC1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.18,JAK1
2495,CCNCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.13,JAK1
2510,CCOC(=O)C=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.77,JAK2
2520,CCOC(=O)CCN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.04,JAK2
2522,CCOC(=O)CN(CCn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1)Cc1cccnc1,pKi,8.49,JAK2
2526,CCOC(=O)CN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.11,JAK2
2528,CCOC(=O)CNC1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.8,JAK2
2539,CCOC(=O)COc1ccc(Nc2ncc(C)c(-c3cc4ccccc4o3)n2)cc1,pIC50,6.49,JAK1
2540,CCOC(=O)COc1cccc(Nc2ncc(C)c(-c3cc4ccccc4o3)n2)c1,pIC50,7.72,JAK2
2542,CCOC(=O)COc1cccc(Nc2ncc(C)c(-c3cc4ccccc4o3)n2)c1,pIC50,7.06,JAK3
2544,CCOC(=O)Cn1cc(-c2ccc(-c3nc(-c4ccc(F)cc4)c(-c4cc[nH]c(=O)c4)[nH]3)cc2)nn1,pIC50,8.52,JAK1
2546,CCOC(=O)N1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,6.8,JAK2
2550,CCOC(=O)N1CCC(CN2CC3CN(C(=O)Cn4cc(NC(=O)c5cnn6cccnc56)c(-c5cc(Cl)ccc5OC(F)F)n4)CC3C2)CC1,pKi,9.09,JAK2
2566,C=C(C)C(=O)Nc1cc(C)cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,9.72,JAK3
2577,CCOC(=O)c1c[nH]c2ncnc(-c3cc4ccccc4o3)c12,pIC50,8.4,JAK3
2586,CCOC(=O)c1c[nH]c2ncnc(-c3ccc(CO)c(N)c3)c12,pIC50,8.08,JAK3
2589,CCOC(=O)c1c[nH]c2ncnc(-c3ccc(Cl)c(N)c3)c12,pIC50,8.12,JAK3
2590,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1C,pIC50,9.82,JAK1
2594,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1C(=O)N(C)C,pIC50,8.82,JAK1
2605,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1O,pIC50,9.96,JAK3
2608,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1S(C)(=O)=O,pIC50,10.06,JAK1
2614,C=CC(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1Cl,pIC50,10.18,JAK1
2623,CCOC(=O)c1c[nH]c2ncnc(-c3ccc(N(C)C)cc3)c12,pIC50,8.48,JAK3
2625,CCOC(=O)c1c[nH]c2ncnc(-c3ccc(N4CCS(=O)(=O)CC4)cc3)c12,pIC50,8.17,JAK1
2626,CCOC(=O)c1c[nH]c2ncnc(-c3ccc(N4CCS(=O)(=O)CC4)cc3)c12,pIC50,8.17,JAK3
2628,CCOC(=O)c1c[nH]c2ncnc(-c3ccc(O)cc3)c12,pIC50,8.24,JAK1
2640,CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(c3)CCN4)c12,pIC50,8.82,JAK1
2647,CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(c3)NCC4)c12,pIC50,8.34,JAK1
2648,CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(c3)NCC4)c12,pIC50,8.34,JAK3
2657,CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(F)n(C)nc4c3)c12,pIC50,8.09,JAK3
2663,CCOC(=O)c1c[nH]c2ncnc(-c3ccc4ccccc4c3)c12,pIC50,8.06,JAK3
2664,C=C(C)C(=O)n1ccc2ccc(-c3ncnc4[nH]cc(C(=O)OCC)c34)cc21,pIC50,9.47,JAK1
2680,CC#CC(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,10.14,JAK1
2688,C=C(CF)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,10.62,JAK3
2690,C=C(CN1CCOCC1)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,9.18,JAK3
2696,C=C(COC)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,10.6,JAK3
2704,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C4(C)CO4)c3)c12,pIC50,10.25,JAK3
2706,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C4=CC(=O)CC4)c3)c12,pIC50,9.85,JAK3
2709,C=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,10.4,JAK3
2710,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=C(C)C(F)(F)F)c3)c12,pIC50,8.72,JAK1
2714,CC=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,8.8,JAK3
2719,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=CCOC)c3)c12,pIC50,8.68,JAK1
2729,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=Cc4nccs4)c3)c12,pIC50,8.41,JAK1
2732,C=CS(=O)(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,10.43,JAK3
2733,CC=CS(=O)(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,8.09,JAK1
2735,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(Nc4nc(Cl)ns4)c3)c12,pIC50,6.96,JAK2
2739,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(O)c3)c12,pIC50,8.25,JAK1
2741,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(OCC(F)(F)F)c3)c12,pIC50,7.14,JAK2
2750,CCOC(=O)c1c[nH]c2ncnc(-c3ccccc3)c12,pIC50,8.26,JAK1
2760,CCOC1CCCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,8.92,JAK3
2763,CCOCCOC1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,6.6,JAK3
2774,CCOc1ccc(Cl)cc1-c1nn(C2CCCCC2O)cc1NC(=O)c1cnn2cccnc12,pKi,7.9,JAK2
2789,CCOc1ccccc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,7.21,JAK1
2794,CCOc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,pIC50,6.25,JAK3
2803,CCOc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,10.49,JAK3
2811,CCS(=O)(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,6.39,JAK2
2812,CCS(=O)(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,6.94,JAK1
2819,CCS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.72,JAK3
